;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;ZnPENT_15mJ_211us_5ms_25Jul19_2.sgd;
688,008;-2,8451;571,8;533,61;566,3;559,52;628,59;592,78;628,47;558,51;601,36;567,08;
688,338;-7,8067;610,57;529,65;579,05;548,47;610,52;571,68;621,84;594,1;582,1;577,71;
688,667;11,371;624,3;568,22;562,8;556,01;633,5;545,43;609,48;612,58;600,58;617,18;
688,996;47,364;598,01;594,45;597,91;563,55;592,88;535,78;628,66;639,25;576,99;593,23;
689,325;55,504;614,18;576,49;631,51;577,25;608,24;530,66;631,4;659,22;584,93;601,15;
689,654;24,145;605,18;585,55;624,18;607,56;625,23;547,33;631,53;596,04;600,89;590,19;
689,983;34,428;565,58;622,56;622,67;611,33;584,3;592,46;606,93;578,61;567,55;570,58;
690,312;3,0058;548,18;574,56;634,16;608,42;592,43;572,55;578,25;603,86;585,04;579,17;
690,641;29,287;588,79;568,38;622,55;588,07;595,05;546,8;543,31;591,82;600,85;598,69;
690,970;43,461;534,53;607,77;608,46;600,03;615,24;566,54;582,13;544,91;551,58;573,78;
691,299;36,521;516,61;604,87;606,62;614,61;635,61;607,74;609,92;525,47;568,55;595,16;
691,628;22,98;560,72;541,59;566,43;601,42;605,03;606,48;635,12;536,61;590,52;638,8;
691,957;-3,6121;533,4;563,16;578,02;614,49;618,11;555,28;618,62;541,96;575,1;615,4;
692,286;11,067;538,66;590,93;573,88;558,79;628,7;572,61;566,24;601,68;577,52;577,32;
692,615;3,698;541,11;583,39;597,86;523,68;585,47;593,42;577,73;636,88;622,53;588,4;
692,944;-10,406;522,16;583;568,6;584,79;591,77;576,62;575,99;637,42;621,43;590,6;
693,273;20,178;580,38;599,47;576,09;572,82;627,31;538,87;589,64;628,26;585,38;607,65;
693,602;31,23;596,96;601,16;607,13;545,28;632,59;561,37;599,49;607,99;587,43;622,15;
693,931;-0,10826;619,34;564,22;595,14;591,58;638,37;593,93;612,94;556,23;606,4;599,49;
694,260;12,943;614,9;553,93;555,89;598,47;600,4;547,03;603,64;548,46;619,94;599,97;
694,589;9,0845;605,06;560,06;598,27;541,33;600,59;527,27;580,76;545,83;592,21;610,17;
694,918;-5,142;603,93;576,37;614,32;593,79;585,86;560,23;550,85;588,84;614,17;575,04;
695,247;-5,1579;560,18;591,62;578,73;595,08;609,93;573,21;601,5;576,81;610,82;580,79;
695,576;12,34;540,14;612,46;569,47;567,43;648,16;550,41;601,61;609;599,77;616,47;
695,905;72,594;579,95;598,27;554,1;579,09;646,28;561,55;593,44;584,02;640,42;625,48;
696,234;53,492;561,94;537,91;537,33;557,65;652,97;526,26;560,65;576,23;586,86;622,87;
696,563;56,466;593,36;611,36;599,96;532,55;611,15;544,38;526,84;559,79;560,35;619,08;
696,892;47,52;601,92;622,24;626,52;539,56;583,48;598,08;520,36;572,28;591,2;634,12;
697,221;14,514;611,72;610,15;610,42;605,77;629,08;574,49;577,28;573,27;603,93;642,14;
697,551;-35,658;605,42;579,42;605,16;657,49;622,05;629,51;610,38;584,74;570,4;639,12;
697,880;-9,2642;593,96;567,61;558;615,56;618,5;601,25;574,86;540,03;541,29;613,87;
698,209;10,926;570,44;571,27;595,23;592,22;561,09;519,14;590,58;589,77;525,62;581,92;
698,538;39,74;584,66;621,1;644,64;609,59;592,42;559,49;645,29;562,79;581,46;607,13;
698,867;-0,36268;617,72;590,89;608,05;610,65;629,35;566,29;563,38;610,46;613,5;587,27;
699,196;19,285;604,93;563,09;578,4;598,58;648,55;556,55;535,65;577,57;632,79;603,27;
699,525;8,2782;549,57;559,54;548,68;627,36;619,84;576,65;583,46;623,18;612,34;592,97;
699,854;-7,0062;592,32;523,32;606,98;596,28;606,03;609,95;624,02;590,66;557,02;603,36;
700,183;-12,02;598,22;523,53;590,28;530,3;637,03;549,66;629,82;589,66;572,71;640,3;
700,512;-12,242;608,36;557,09;607,3;543,3;614,19;534,93;571,86;598,26;565,26;623,7;
700,841;-3,4939;576,9;580,84;601,25;580,26;594,84;527;559,66;583,91;580,89;594,48;
701,170;33,562;605,01;628,81;564,45;624,69;591,86;579,24;581,92;583,09;577,1;621,27;
701,499;18,321;586,49;589,72;536,57;583,45;562,42;583,53;565,64;628,08;555,7;596,36;
701,828;13,907;580,09;596,9;557,6;595,32;591,28;616,81;561,91;518,01;601,6;634,82;
702,157;7,1046;559,58;583,94;607,73;608,95;639,47;589;577,21;580,05;665,32;646,79;
702,486;20,388;587,75;638,76;638,36;623,83;661,09;560,95;623,66;622,96;629,95;635,57;
702,815;23,471;556,4;558,42;602,68;604,02;636,87;544,48;617,48;613,62;565,61;602,95;
703,144;9,6175;531,28;580,51;539,27;608,87;632,05;589,34;623,13;582,22;593,37;640,75;
703,473;13,145;604,13;609,94;534,75;581,74;606,18;607,08;588,01;595,73;584,84;660,07;
703,802;5,8369;589,29;607,56;573,66;588,79;604,55;596,18;655,27;560,45;577,75;610,01;
704,131;0,63276;605,1;599,29;569,01;579,66;625,27;570,27;624,85;611,95;562,26;591,58;
704,460;39,518;569;588,66;595,32;604,4;616,49;557;600,91;597,29;593,79;617,61;
704,789;10,974;576;647,75;566,79;606,43;628,78;557,59;605,95;606,05;612;607,38;
705,118;12,389;602,87;611,13;586,07;577,92;611,15;576,13;640,98;584,62;587,19;591,15;
705,447;7,2075;655,86;640,64;579,64;566,93;574,54;596,48;625,78;565,24;547,35;547,5;
705,776;22,048;605,41;657,12;594,96;632,41;601,51;553,41;603,73;569,45;603,32;578,49;
706,105;23,301;553,78;580,55;530,3;576,45;577,73;575,65;566,4;584,51;609,23;618,17;
706,434;43,649;567,71;591,94;573,91;567,07;604,69;594,87;581,54;573,01;586,67;633,47;
706,764;16,138;570,99;630,71;601,86;580,36;635,61;608,85;635,86;567,16;622,44;588,14;
707,093;14,077;570,51;600,7;584,15;650,34;581,64;624,87;612,2;552,19;603,37;606,49;
707,422;18,282;555,26;532,58;564,13;573,22;632,19;619,75;560,8;581,03;609,89;632,44;
707,751;80,97;587,08;611,34;625,61;631,7;686,13;581,55;609,99;589,43;580,68;621,49;
708,080;55,836;597,78;661,16;603,51;575,12;633,55;509,67;623,49;595,1;595;596,44;
708,409;68,513;597,54;579,89;618,33;618,09;600,96;541,93;571,63;550,94;595,03;592,79;
708,738;52,392;580,75;592,1;562,43;640,18;648;565,39;586,8;611,69;540,73;595,24;
709,067;20,176;601,38;609,62;607,89;612,46;635,44;594,07;576,36;560,18;563,9;616,73;
709,396;9,869;620,72;543,22;561,88;642,46;611,5;551,58;572,68;570,61;531,71;610,84;
709,725;21,827;570,79;524,73;550,72;622,38;635,11;585,94;602,21;573,02;556,54;577,3;
710,054;8,8016;560,17;539,29;534,35;576,83;622,22;602,8;600,49;558,61;606,68;539,02;
710,383;32,462;575,93;580,73;676,2;578,26;598,07;607,13;555,07;602,61;609,73;576;
710,712;7,9389;590,24;578,41;678,76;543,35;592,65;603,72;582,26;603,8;603,57;580,39;
711,041;1,3039;622,16;565,02;605,92;542,86;603,43;580,64;605,01;549,31;603,69;618,25;
711,370;-0,076017;585,61;535,54;548,86;578,01;613,79;585,38;568,36;595,67;572,29;596,6;
711,699;5,9289;607,78;524,83;562,53;619,87;621,49;575,65;570,3;611,49;586,76;586,06;
712,028;-29,031;604,28;561,44;522,65;612,82;626,35;559,39;580,65;612,45;542,94;606,89;
712,357;29,397;590,59;632,89;570,86;609,21;603,76;545,71;634,03;578,24;553,9;581,95;
712,686;31,703;600,32;590,78;545,86;612,83;618,54;575,73;595,54;583,04;553,75;634,02;
713,015;-5,1747;611,1;610,29;613,81;657,31;606,48;547,46;586,16;525,21;602,06;605,88;
713,344;-15,289;606,68;593,42;566,36;560,05;625,07;553,97;550,08;528,49;652,68;584,11;
713,673;3,3005;561,03;600,47;587,33;584,44;597,22;566,19;563,52;613,11;593,57;578,99;
714,002;-20,598;582,17;557,6;598,2;538,13;600,09;526,21;593,29;567,82;559,75;610,61;
714,331;28,076;591,7;585,02;589,04;570,24;618,2;572,69;626,15;621,01;561,52;562,91;
714,660;48,977;527,15;591;606,26;576,78;610,79;554,01;521,57;545,79;573,52;549,57;
714,989;18,245;634;572,99;597,49;604,75;618,99;579,51;579,25;584,75;567,74;572,74;
715,318;-18,755;607,95;543,41;554,74;609;570,2;630,99;589,95;589,06;519,96;509,09;
715,647;-13,51;615,72;614,02;570,97;593,84;602,82;623,84;611,87;542,99;556,21;635,5;
715,977;-6,7733;537,33;626,03;601,34;567,39;588,58;581,77;567,92;573;588,36;620,15;
716,306;9,1297;601,31;671,49;633,44;601,96;620,99;567,35;583,12;633,42;625,55;575,78;
716,635;41,672;623,36;602,95;591,7;614,2;567,72;549,9;580,1;585,16;604,67;560,89;
716,964;57,471;556,02;570,41;587;605,61;580,36;559,42;630,7;585,9;571,28;561,26;
717,293;52,223;570,35;577,4;552,38;561,22;596,16;543,27;563,4;668,78;583,6;621,16;
717,622;27,855;612,53;566,76;575,1;603,88;621,11;550,85;576,76;615,87;627,27;583,57;
717,951;37,485;585,03;599,68;570,89;612,92;725,56;484,52;574,78;560,97;597,89;629;
718,280;16,585;610;622,81;508,96;586,72;594,59;521,93;580,23;555,91;596,89;598,57;
718,609;19,71;607,09;637,03;543,88;559,88;558,76;561,81;609;609,04;547,04;596,57;
718,938;-10,969;591,47;548,37;546,57;552,81;578,8;569,84;590,13;591,4;534,24;591,74;
719,267;37,828;586,69;606,45;534,86;586,21;622,52;543,07;547,9;623,76;578,86;538,41;
719,596;46,734;625,4;657;573,89;627,49;569,46;544,3;595,94;591,43;575,99;587,83;
719,925;33,74;571,54;594,24;524,33;607,48;610,91;530,01;591,07;512,22;602,33;596,65;
720,254;26,138;526,48;589,95;536,08;596,01;601,13;622,1;620,47;563,25;604,21;643,59;
720,583;-44,845;588,72;569,92;540,8;566,28;610,52;574,33;603,96;547,95;579;621,6;
720,912;4,3701;566,54;564,91;573,8;589,77;603,48;507,2;587,33;615,25;603,33;581,28;
721,241;-14,687;501,22;594,31;564,73;545,49;599,42;525,54;546,08;590,7;570,3;601,11;
721,570;53,07;538,32;597,7;567,89;536,63;612,05;610,91;593,83;627,41;587,66;614,12;
721,899;10,953;570,1;584,87;646,32;579,8;548,36;531,55;550,71;620,31;556;630,94;
722,228;62,971;665,25;638,42;665,07;614,44;630,04;490,08;589,04;626,34;594,67;648,69;
722,557;29,289;576,49;594,6;595,13;565,72;589,51;512;548,28;587,16;556,53;639,07;
722,886;-18,62;541;546,73;645,07;556,03;607,28;580,17;589,7;551,01;583,54;643,38;
723,215;8,2394;595,24;543,64;568,19;529,73;509,93;553,02;572,56;572,36;590,53;631,08;
723,544;17,385;579,47;575,26;624,08;593,35;582,86;641,3;614,81;552,96;666,5;662,71;
723,873;38,252;550,23;565,54;598,12;648,74;679,45;537,34;587,45;620,14;617,78;612,2;
724,202;24,797;604,57;649,4;538,6;592,34;658,76;569,88;577,08;580,97;584,04;620,56;
724,531;46,721;557,88;639,44;540,16;672,07;616,44;582,12;603,44;560,4;601,92;639,32;
724,861;69,923;594,43;637,03;520,05;579,67;562,54;569,17;627,98;602,88;598,39;638,34;
725,190;59,65;552,83;596,49;564,14;565,75;625,93;519,12;581,58;583,86;563,43;606,43;
725,519;-8,8624;527,48;532,7;593,72;600,43;637,51;575,75;607,77;550,9;561,53;628,63;
725,848;-45,116;545,88;542,53;593,83;526,62;610,2;558,36;609,36;544,75;590,15;563,44;
726,177;20,09;602,63;616,81;583,13;542,59;632,13;633,31;675,12;569,63;548,02;611,04;
726,506;46,379;589,31;583,64;573,66;572,25;577,87;612,51;628,9;582,94;551,33;656,18;
726,835;6,6023;513,21;570,24;579,82;595,73;652,78;571,52;593,18;576,62;623,01;578,87;
727,164;16,659;503,15;577,32;578,1;530,69;614,76;583,09;600,49;533,63;563,44;541,24;
727,493;51,985;484,14;589,69;578,88;576,92;581,37;547,46;592,49;537,31;563,97;558,09;
727,822;-22,119;557,53;575,31;544,22;602,83;572,13;558,11;588,65;591;617,52;618,51;
728,151;21,607;552,51;604,92;588,62;570,52;588,25;577,25;643;601,79;585,19;634,09;
728,480;19,498;563,53;625,6;606,54;600,84;577,7;597,41;563,79;608,22;616,13;577,82;
728,809;67,45;612,1;650,03;577,81;573,42;543;634,33;557,49;545,22;671,14;563,28;
729,138;74,294;613,84;645,98;530,54;552,08;540,78;575,38;573,33;589,17;626,67;562,69;
729,467;49,605;530,21;651,01;569,86;586,57;544,91;582,69;591,95;564,34;582,75;589,15;
729,796;14,471;550,73;618,9;546,4;569,21;586,7;511,24;535,4;616,55;595,43;609,09;
730,125;28,753;580,73;542,73;592,77;611,48;590,78;530,23;594,25;594,24;636,5;580,22;
730,454;36,792;626,25;583,77;552,24;637,93;547,06;565,75;595,5;607,48;636,75;641,74;
730,783;46,78;620,75;595,21;558,87;577,36;614,74;571,56;607,06;589,24;611,36;610,65;
731,112;-34,793;607,62;578,76;608,97;633,55;615,8;605,56;611,24;580,46;559,63;583,44;
731,441;6,7348;573,28;584,04;598,22;611,99;629,24;583,69;545,65;576,6;597;619,73;
731,770;-36,809;570,32;578,48;589,18;532,44;609,17;503,61;588,21;574,85;611,78;572,62;
732,099;15,774;559,4;545,72;566,49;590,51;553,67;594,91;598,99;513,77;654,23;594,56;
732,428;67,349;601,26;558,58;540,45;570,54;568,16;574,26;551,19;519,34;624,24;596,6;
732,757;7,176;582,46;519,68;561,48;598,93;625,34;552,62;576,3;534,17;544,52;575,58;
733,086;-30,241;602,3;557,55;584,14;602,87;587,7;563,52;525,42;557,31;553,01;587;
733,415;12,913;591,91;609,35;633,69;636,48;592,09;568,91;560,35;573,7;551,09;639,74;
733,744;25,311;560,65;589,87;584,24;636,53;598,22;602,29;564,38;561,91;531,74;588,57;
734,074;20,831;580,26;612,26;588,46;586,94;561,54;630,22;559,64;598,07;616,43;634,57;
734,403;3,2997;573,62;623,07;569,86;584,04;585,7;536,18;584,22;627,41;528,66;602,74;
734,732;12,671;583,47;632,35;578,42;596,89;584,06;574,84;597,09;594,76;563,4;542,07;
735,061;16,219;562,14;587,16;533,74;542,15;610,35;617,35;502,61;534,15;583,66;542,59;
735,390;28,815;564,77;594,3;561,07;588,19;596,39;514,39;522,63;595,28;617,23;564,56;
735,719;-39,743;547,6;591,04;533,59;587,08;609,4;544,45;584,52;619,09;627,06;631,43;
736,048;17,01;541,9;643,19;558,36;588,64;574,72;562,83;598,01;590,18;628,38;599,73;
736,377;-25,677;586,73;617,55;573,84;597,62;636,31;515,54;525,29;600,52;519,01;603,62;
736,706;69,135;597,32;590,56;569,92;597,04;638,92;558,14;584,81;552,31;580,85;625,96;
737,035;54,834;597,84;552,94;563;515,22;609,22;569,83;560,11;560,72;538;597,28;
737,364;31,983;534,86;634,75;629,82;565,58;621,01;567,81;630,8;576,77;576,86;610,86;
737,693;-1,813;561,53;590,4;621,82;644,75;612,85;565,72;588,72;593,28;614,5;647,94;
738,022;7,7088;537,92;555,71;623,17;624,27;645,65;580,92;622,67;556,72;599,38;638,46;
738,351;40,873;530,55;546,66;539,06;601,26;647,03;563,86;602,27;622,17;532,57;596,42;
738,680;13,979;559,01;588,55;630,58;614,02;589,36;563,13;598,3;590,46;542,33;596,33;
739,009;11,806;569,78;525,35;582,92;563,07;568,99;572,19;539,89;612,38;565,89;567,64;
739,338;12,367;579,34;551,41;604;564,32;624,82;599,19;551,08;611,46;586,1;601,39;
739,667;-15,407;592,04;524,49;561,49;523,67;662,16;565,95;574,78;558,41;620,93;599,99;
739,996;19,32;628,14;559,07;578,94;513,68;599,54;556,27;587,32;567,04;620,32;626,12;
740,325;7,2469;586,11;556,56;573,34;540,63;630,97;560,47;536,81;576,13;600,22;576,87;
740,654;25,297;603,11;552,49;631,51;575,39;607,2;565,53;546,59;557,18;603,79;617,99;
740,983;8,5455;565,56;576,15;599,4;594,81;596;553,89;588,08;585,64;610,23;624,75;
741,312;-43,437;536,08;570,17;569,1;562,91;590,52;649,55;616;568,56;570,83;591,88;
741,641;-13,382;583,23;600,76;514,95;579,71;573,1;563,38;596,38;598,92;560,78;563,89;
741,970;8,7662;590,32;587,85;551,57;595,4;566,32;590,22;586,89;636,9;592,35;569,49;
742,299;-10,502;594,71;571,76;581,4;558,8;593,74;543,85;632,01;607,62;582,96;552,56;
742,628;42,885;571,71;590,85;593,41;568,76;624,53;557,12;540,49;579,25;602,49;601,43;
742,957;27,178;548,26;544,42;590,7;583,32;623,71;586,83;519,92;585,16;594,79;628,89;
743,287;36,105;558,97;624,76;593,38;587,76;648,3;616,99;569,69;592,64;581,08;613,95;
743,616;7,8;556,73;579,31;550,78;574,1;592,03;570,92;561,52;569,92;562,32;602,28;
743,945;30,093;531,22;522,41;566,56;587,97;547,31;631,08;515,94;530,01;576,93;596,9;
744,274;0,15602;544,07;531,69;593,59;576,62;577,24;560,53;561,46;553,98;618,73;600,57;
744,603;30,913;536,59;555,09;600,43;560,52;602,78;579,27;620,34;582,98;624,93;639,05;
744,932;19,544;581,42;578,17;546,27;613,54;645,96;575,4;589,56;616,76;583,67;623,7;
745,261;53,918;547,02;611,17;564,63;643,55;641,24;567,42;618,26;567,98;584,34;610,34;
745,590;-1,4965;569,82;528,34;584,83;592,76;618,61;602,58;569,53;569,83;591,72;611,65;
745,919;-17,452;580,37;546,01;650,71;603,24;671,85;569,29;554,83;604,15;591,81;613,42;
746,248;15,699;562,3;568,02;615,79;612,19;678,7;557,37;576,86;590,54;580,18;621,31;
746,577;13,349;593,77;553,58;588,85;616,2;613,66;577,35;576,5;562,57;613,81;615,5;
746,906;-42,933;613,21;577,52;575,87;566,03;531,14;558,76;572,99;581,08;658,84;590,94;
747,235;-30,057;602,01;597,94;565,25;582,76;576,79;610,25;610,48;550,13;644,17;571,56;
747,564;11,159;595,62;596,71;538,74;561,14;614,13;599,55;604;555,97;580,92;595,62;
747,893;-1,1644;619,05;591,91;596,78;547,16;571,57;582,36;592,9;513,55;536,85;595,04;
748,222;-0,99505;619,99;582,08;592,81;599,03;595,02;562,76;561,44;560,89;548,53;596,7;
748,551;23,822;580,2;603,32;576,68;608,04;583,22;602,27;543,19;589;570,17;631,28;
748,880;18,91;612,33;634,06;566,53;597,02;599,92;568,64;573,48;596,35;556,32;622,66;
749,209;-17,257;599,29;623,81;566,57;528,52;588,47;514,48;580,79;590,82;555,56;570,18;
749,538;-19,068;534,46;610,51;514,47;545,46;606,26;519,99;559,42;568,61;565,75;570,53;
749,867;13,056;568,13;606,4;551,82;593,86;625,97;525,38;585,55;604,15;567;630,74;
750,196;-6,7087;583,34;601,71;596,96;587,61;651,47;551,91;559,3;614,61;603,2;600,52;
750,525;12,931;596,16;573,08;591,71;518,85;609,62;551,32;599,86;578,84;627,4;621,84;
750,854;-15,854;583,94;574,95;533,21;525,2;598,14;536,92;572,4;588,1;605,75;641,91;
751,183;-1,0429;603,44;591,95;575,35;586,57;576,69;576,99;649,05;592,61;641,78;610,34;
751,512;24,907;596,61;567,79;550,17;610,9;570,39;527,93;619,5;597,53;606,71;602,59;
751,841;19,357;588,04;578,16;537,88;627,78;589,33;554,82;522,05;618,75;543,79;604,09;
752,170;-29,134;611;581,55;551,42;621,33;616,2;588,81;538,39;603,82;496,95;570,81;
752,500;18,404;575,72;575,74;540,17;603,84;624,74;609,61;591,16;601,69;553,39;577,03;
752,829;50,582;604,5;585,09;581,39;620,28;590,27;550,64;598,06;682,01;557,85;604,57;
753,158;53,117;595,93;586,27;549,8;607;574,55;583,17;605,73;666,07;538,48;633,8;
753,487;41,382;580,49;602,59;583,54;576,76;608,21;617,24;618,19;600,39;547,01;625,83;
753,816;-22,152;565,95;591,32;633,32;571,59;557,52;563,33;615,38;574,84;560,31;592,07;
754,145;-3,4961;564,9;598,86;630,19;551,17;627,22;515,35;569,25;610,79;565,6;602,19;
754,474;40,569;588,86;625,28;601,99;584,43;659,13;540,43;580,14;634;604,72;665,57;
754,803;37,516;590,2;597,38;566,33;585,53;620,6;545,32;592,62;610,32;656,94;606,93;
755,132;20,315;577,73;565,55;590,82;550,4;640,2;547,9;600,87;595;610,15;558,31;
755,461;-13,152;632,53;546,34;614,44;567,09;622,1;596,12;605,53;619,24;562,2;599,22;
755,790;13,462;600,97;553,55;615,08;604;622,12;582,63;579,75;577,94;568,11;640,99;
756,119;47,529;597,75;576,67;589,71;576,62;632,47;517,02;572,08;531,99;589,06;629,2;
756,448;17,677;629,52;602,14;582,72;573,36;618,83;553,57;619,42;609,56;593,69;607,97;
756,777;34,842;573,99;574,31;595,35;623,72;631;590,88;639,32;624,28;608,75;595,97;
757,106;72,849;548;542,31;623,08;648,31;635,23;561;605,08;621,38;613,08;600,69;
757,435;-24,304;556,41;546,34;600,06;626,79;645,48;577,29;580,62;602,53;579,32;597,99;
757,764;-54,262;584,79;565,43;650,25;628,61;631,87;567,8;589,78;575,22;602,22;631,39;
758,093;3,5724;623,53;553,27;682,39;655,34;634,62;568,76;568,9;599,91;567,13;613,97;
758,422;5,7046;597,14;538,85;640,06;610,23;653,3;621,23;593,51;590,93;555,62;574,49;
758,751;20,949;575,77;538,78;670,55;614,8;600,78;587,4;609,78;591,68;590,88;619,38;
759,080;27,043;569,83;548,8;677,82;641,75;607,12;555,71;587,34;641,88;597,05;637,41;
759,409;-10,106;567,82;559,14;590,48;635,43;631,86;567,51;605,5;617,28;567,74;607,69;
759,738;23,34;573,54;571,07;533,15;563,96;612,18;557,56;574,89;595,32;552,79;632,27;
760,067;17,896;540,41;589,6;567,69;541,18;597,05;554,52;565,18;613,46;588,5;623,85;
760,396;21,439;545,89;577,47;609,28;612,72;601,38;546,32;569,88;618,21;584,95;579,01;
760,725;11,04;577,51;509,94;643,6;609,56;588,93;578,49;569,54;633,98;577,42;617,3;
761,054;-40,25;555,83;526,25;639,37;584,84;597,86;595,67;571,65;617,53;567,81;595,76;
761,384;-11,052;555,82;596,74;607,21;569,59;622,01;569,48;590,37;586,87;584,9;533,67;
761,713;-5,3678;575,53;615,49;581,97;526,9;608,78;566,9;620,78;601,94;601,8;554,37;
762,042;-14,563;604,63;572,59;594,9;534,65;608,8;568,18;638,3;606,2;608,07;570,99;
762,371;16,053;626,79;579,92;595,59;567,46;658,96;561,9;625,84;592,96;630,38;580,12;
762,700;28,92;600,78;635,22;568,88;558,36;618,04;569,12;580,76;586,58;605,82;587,98;
763,029;31,815;572,28;601,59;589,36;553,73;579,53;555,29;589,45;571,64;596,26;585,27;
763,358;44,901;586,45;572,95;605,7;581,85;566,95;579,75;573,15;578,45;599,15;628,15;
763,687;30,237;589,57;578,78;588,68;606,89;596,74;569,14;564,77;614,76;583,11;621,58;
764,016;32,73;580,24;575,24;586,25;596,55;613,23;586,03;616,46;638,68;601,85;611,29;
764,345;22,425;593,31;566,82;602,96;558,29;590,74;593,25;636,56;618,51;612,22;608,78;
764,674;21,4;579,18;560,14;616,84;574,66;606,69;582,69;623,58;649,36;608,14;611,69;
765,003;17,573;604,04;519,54;570,3;598,39;641,88;562,03;616,97;631,45;611,3;612,33;
765,332;14,462;586,18;530,85;602,65;587,44;601,04;584,08;628,53;577,47;567,08;548,95;
765,661;46,638;549,24;542,81;608,66;610,74;608,69;582,22;595,59;619,21;590,9;519,97;
765,990;44,463;591,22;577,36;583,7;568,25;598,01;551,67;581,58;583,77;599,62;532,33;
766,319;1,7268;600,09;624,34;604,53;498,71;617,78;556,36;572,69;531,01;573,22;534,21;
766,648;14,552;561,28;612,9;647,55;549,12;614,63;592,14;621,09;533,82;610,39;586,65;
766,977;3,7593;583,93;574,06;601,48;570,28;611,9;580,98;581,7;587,49;587,73;629,3;
767,306;16,758;581,38;548,18;517,49;554,39;613,72;568,98;547,19;603,43;541,27;593,49;
767,635;44,813;577,63;559,96;526,07;568,87;551,49;524,45;588,35;568,22;574,12;593,4;
767,964;27,748;620,38;581,63;605,13;591,13;571,13;542,75;610,75;561,75;574,37;639;
768,293;3,0155;654,25;555,83;609,09;591,43;558,85;573,26;624,35;608,63;577,29;629,88;
768,622;-12,91;603,45;574,55;574,45;613,09;579,46;561,27;629,09;589,72;630;582,18;
768,951;-37,913;602,76;559,39;510,4;573,4;595,08;549,5;609,37;612,53;567,28;589,05;
769,280;-24,375;589,9;591,49;544,8;617,52;677,78;600,79;578,26;615,67;622,03;579,67;
769,609;23,003;586,73;571,61;535,53;577,57;623,99;575,07;595,77;620,66;649,88;587,92;
769,938;33,742;599,94;578,33;587,22;562,05;583,86;597,46;642,67;583,15;635,66;607,58;
770,267;58,625;566,39;538,42;592,05;573,34;616,3;596,71;617,06;564,33;561,44;596,69;
770,597;62,927;595,01;591,93;615,96;597,52;630,34;574,94;565,78;555,58;558,92;609,82;
770,926;22,761;558,36;571,01;570,94;560,53;578,14;572,36;597,76;562,2;632,92;634,91;
771,255;2,5812;568,97;583,03;597,44;571,87;585,14;550,44;628,89;641,85;621,71;595,5;
771,584;24,459;577,34;598,55;606,75;586,62;638,64;533,1;628,17;569,75;556,39;609,19;
771,913;14,119;601,54;603,26;626,15;614,54;612,15;596,12;583,54;544,27;574,67;625;
772,242;-39,945;636,47;568,08;566,37;617,17;555,78;586,38;560,08;564,53;584,28;639,05;
772,571;8,9995;643,88;546,33;561,5;596;567,62;568,58;604,04;566,17;588,79;603,21;
772,900;0,55782;638,71;580,44;583,43;659,74;589,72;559,43;527,25;551,42;555,56;627,44;
773,229;-16,884;580,05;573,37;641,35;638,98;570,21;568,98;597,85;546;613,81;595,7;
773,558;-23,818;559,45;549;579,82;601,82;584,27;518;568,01;542,36;607,82;611,91;
773,887;43,687;615,02;642,76;618,69;583,26;629,68;550,55;634,16;541;562,72;573,65;
774,216;14,968;547,66;602,76;618,83;601,95;645,22;571,48;610,27;643,14;528,8;546,86;
774,545;-33,112;516,25;640,19;648,82;621,2;625,1;601,11;619,86;576,74;588,18;611,93;
774,874;-29,446;529,55;564,11;602,51;548,95;596,16;592,93;583,31;581,91;574,1;597,35;
775,203;-34,115;553,75;577,58;586,04;598,44;634,58;528,51;589,27;601,08;565,04;578,92;
775,532;15,871;576,09;585,1;583,17;559,93;600,73;549,08;586,8;624,46;631,13;616,08;
775,861;32;618,87;553,63;650,78;651,51;603;587,28;584;540,58;586,08;651,96;
776,190;-2,3036;654,17;565,27;575,89;640,34;618,14;603,58;598,81;583,39;626,25;616,12;
776,519;28,884;585,52;646,48;524,63;598,91;614,71;587,92;628,16;594,35;617,84;612,65;
776,848;5,8989;642,72;624,97;589,37;613,21;628,86;597,27;637,38;601,52;613,38;613,41;
777,177;-21,395;572,62;604,4;588,01;630,2;616,2;565,01;626;602,4;633,2;644,99;
777,506;-63,113;529,02;560,05;540,24;604,76;613,61;556;651,24;622,17;598,47;613,47;
777,835;-0,40432;623,26;623,22;600,78;641,12;619,7;557,63;639,29;614,8;615,85;617,83;
778,164;17,642;568,85;568,59;559,55;557,43;617,72;569,49;604,63;559,47;616,25;593,92;
778,493;-1,034;576;563,76;589,21;620,58;598,79;562,07;548,35;572;636,52;545,79;
778,822;-8,339;573,49;621,93;608,02;542,84;565,78;503,24;603,11;583,68;593,42;605,45;
779,151;-16,575;577,05;546,3;627,68;571,14;534,75;511,36;597,48;548,81;605,04;593,75;
