;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;
Wavelength [nm];Intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;
926,560;-25,02;262,96;482,17;335,13;252,01;342,66;267,72;256,44;242,38;251,69;415,94;
926,889;1,9694;226,52;442,85;349,19;247,2;298,56;269,59;244,6;236,67;247,04;416,07;
927,218;-8,0627;310,26;503,74;412,19;259,29;326,88;292,69;303,19;263,28;298,83;395,13;
927,547;10,13;269,69;445,2;395,6;227,36;293,13;266,36;273,5;269,73;256,13;397,65;
927,876;-14,992;206,58;451,49;354,34;241,84;295,77;291,09;232,17;227,26;271,76;366,57;
928,205;17,217;207,13;465,06;354,4;309,22;263,65;299,2;294,44;211,58;266,99;406,06;
928,534;-16,755;256,1;434,58;354,04;282,64;299,71;260,7;249,23;243,56;238,46;364,37;
928,863;13,161;198,49;410,64;281,56;264,46;277,75;252,84;226,3;228,11;228,39;333,55;
929,192;11,271;201,49;469,73;259,2;272,76;337,49;266,75;269,22;216,02;289,14;268,86;
929,521;56,495;220,37;430,73;322,52;275,82;273,51;287,32;265,15;163,86;205,19;326,42;
929,850;-54,213;170,08;366,08;327,46;300,75;332,83;240,64;271,39;199,1;198,51;323,22;
930,179;1,7262;180,4;439,02;238,69;284,72;271,92;228,47;198,92;183,19;186,89;336,76;
930,508;-18,962;217,6;380,79;248,86;229,18;279,3;197,04;180,8;170,89;235,09;295,29;
930,837;68,17;221,94;317,64;300,78;218,36;298,85;216,54;150,88;258,29;244,7;386,81;
931,166;-3,4596;120,33;355,63;186,84;214,13;254,49;142,48;158,68;159,43;133,65;209,03;
931,495;92,69;67,157;429,77;302,62;242,91;245,03;133,02;160;148,03;81,154;313,65;
931,824;-2,9401;107,97;345,53;159,46;143,93;276,95;175,39;228,07;138,08;141,7;231,04;
932,153;32,859;72,106;327,13;248,02;178,24;164,67;188,8;188,1;143,34;170,23;304,84;
932,482;-34,148;127,42;320,2;184,44;170,6;214,6;171,43;113,87;178,14;210;252,34;
932,811;17,65;136,93;402,13;242,09;219,06;250,06;212,82;226,14;112,43;210,43;274,74;
933,140;14,224;89;339,43;228,7;135,55;214,61;234,5;177,38;101,27;132,38;243,33;
933,469;56,465;103,15;334,81;225,36;236,92;189,02;188,97;208,12;114,29;171,31;224,52;
933,798;37,817;174,6;336,59;185,16;190,19;198,19;214,61;190,21;143,59;185,82;293,81;
934,127;-11,349;172,64;367,23;263,22;210,53;216,14;198,71;139,43;155,48;116,42;261,22;
934,456;-4,8362;132,03;357,93;193,39;192,58;203,22;198,23;105,58;150,36;116,23;230,87;
934,786;45,366;122,07;323,25;217,22;210,07;183,17;200,89;149,8;152,53;163,16;206,07;
935,115;25,337;97,605;305,51;128,78;176,73;239,06;141,42;147,91;140,34;171,63;214,56;
935,444;33,461;95,305;305,27;151;163,96;204,5;107,58;194,73;140,5;160,54;297,85;
935,773;24,503;60;301,72;183,59;140,12;199,01;129,29;188,61;114,62;121,97;283,99;
936,102;1,4806;49,873;300,95;149,76;158,33;199,14;169,35;161,25;129,39;165,46;261,44;
936,431;-28,177;83,676;342;165,43;170,49;178,09;180,95;144,43;136,79;226,89;233,44;
936,760;-13,358;146,54;333,65;225,88;168,03;221,73;202,54;142,22;131,85;151,4;233,07;
937,089;6,8185;106,48;361,05;241,29;209,94;257,93;171,87;164,19;178,14;153,62;251,94;
937,418;8,3854;136,69;411,04;212,29;205,05;243,47;211,17;224,04;211,67;185;258,05;
937,747;19,239;186,06;434,17;282,7;293,94;295,65;251,76;268,28;253,18;213,77;279,47;
938,076;-19,73;173,42;430;333,67;337,43;377,4;276,73;283,67;257,18;263,24;351,98;
938,405;-32,195;203,64;510,09;396,87;337,13;364,91;325,16;321,32;255,77;280,77;398,13;
938,734;-15,929;280,22;543,85;485,36;401,86;377,01;388,08;339,14;303,65;355,23;429;
939,063;60,374;328,82;511,49;475,01;478,79;416,13;371,25;347,77;318,62;371,43;476,3;
939,392;32,639;385,49;529,41;441,84;401,09;437,76;344,78;308,72;348,33;349,16;479,35;
939,721;37,978;348,1;521,95;415,21;348,47;413,22;366,45;331,77;352,47;324,48;490,12;
940,050;8,0282;290,37;560,79;392,74;327,45;384,45;327,69;253,14;272,69;360,5;495,24;
940,379;54,49;256;530,58;376,1;354,52;347,27;334,42;254,14;264,07;249,47;430,75;
940,708;1,6501;195,65;424,3;332,65;283,94;285,47;278,24;282,59;264,71;221,12;353,06;
941,037;62,126;191,68;482,54;296,68;243,95;224,49;276,95;263,95;188,02;222,85;451,84;
941,366;-32,855;185,93;378,42;243,38;224,09;263,74;175,57;182,2;167,04;192,94;339,28;
941,695;72,767;174,94;410,54;248,89;236,63;228,86;198,57;207,66;172,4;172,54;311,03;
942,024;-56,801;141,87;307,27;272,68;187,92;216,5;184,05;163,75;162,61;163,44;186,21;
942,353;49,097;136,1;285,4;229,14;143,07;166,27;180,07;223,41;169,8;133,74;287,25;
942,682;-17,507;124,04;229,32;197,27;213,94;192,81;98,689;168,27;140,98;99,828;141,48;
943,011;65,182;128,78;281,55;240,78;204,25;160,93;211,67;210,06;136,67;71,981;219,47;
943,340;64,499;70,805;242,93;181,8;206,44;157,19;150,2;129,05;128,07;97,866;180,01;
943,669;-5,1612;74,868;238,09;170,79;142,41;139,33;151,05;94,155;129,78;98,247;194,49;
943,999;56,071;17,101;209,72;102,97;141,5;198,13;127,99;144,57;131,34;114,76;187,43;
944,328;38,546;83,613;269,8;161,14;171,36;150,57;104,18;110,86;89,977;87,591;118,07;
944,657;5,8732;126,75;294,27;183,76;167,62;210,54;146,21;165,28;71,718;104,18;165,62;
944,986;-25,712;51,429;217,04;187,44;156,5;160,47;94,012;161,97;61,558;140,55;158,92;
945,315;23,936;63,779;198,52;176,65;120,98;73,441;106,9;102,65;63,779;143,48;162,42;
945,644;55,673;65,381;212,22;130,38;116,41;73,351;154,68;84,502;70,19;127,23;198,84;
945,973;-18,884;72,395;229,57;116,67;117,8;119,95;120,98;140,88;79,663;78,314;123,41;
946,302;47,734;120,64;223,34;148,63;134,4;75,913;122,77;137,75;101,46;65,555;112,11;
946,631;27,112;82;217,79;135,66;164,09;55,82;160,54;112,34;84,225;122,28;128,16;
946,960;-30,965;71,817;241,85;105,74;127,67;118,88;146,75;120,29;133,96;103,55;148,26;
947,289;-16,386;53,491;219,24;140,89;101,88;123,35;94;135;113,46;108,09;121,42;
947,618;-30,458;56,048;203,32;135,96;85,615;131,15;115,61;92,663;76,904;87,541;104,02;
947,947;6,6139;49,464;191,92;134,04;69,007;172,46;129,47;69,973;75,034;90,924;144,54;
948,276;36,487;58,971;138,16;120,23;55,487;123,04;99,291;73,915;77,814;90,363;149,94;
948,605;42,309;50,101;139,87;119,82;85,003;113,05;91,026;105,05;63,487;114,18;160,62;
948,934;78,851;28,787;157,19;137,81;82,065;83,512;119,45;83,852;86,808;91,149;149,38;
949,263;69,792;56,344;200,03;116,3;45,082;62,154;118,32;93,871;49,802;11,767;117,57;
949,592;15,802;43,664;198,64;88,184;55,134;95,336;87,254;106,09;45,336;52,737;90,548;
949,921;19,86;65,599;162,9;93,811;96,455;78,926;117,43;97,166;69,668;71,212;119,67;
950,250;-3,6713;84,167;147,22;86,276;100,89;116,28;131,67;69,719;92,78;116,62;109,55;
950,579;37,297;47,294;147,26;115,69;116,61;103,57;95,31;107,51;87,18;101,05;96,738;
950,908;44,782;17,707;130,71;54,685;80,554;76,493;80,07;44,397;55,489;117,3;138,45;
951,237;14,194;99,69;171,8;158,49;82,085;69,547;95,357;58,167;25,101;49,759;181,9;
951,566;26,698;14,461;199;118,86;73,101;138,69;83,702;59,201;97,342;83,995;145,65;
951,895;56,452;42,732;209,05;112,29;93,925;3,7516;48,376;69,462;87,193;25,989;122,13;
952,224;17,964;58,138;106,74;133,1;80,551;101,88;85,122;75,569;70,293;104,73;160,21;
952,553;66,019;13,601;139,56;164,32;99,808;76,114;140,07;128,02;30,222;41,119;66,582;
952,882;-12,185;34,475;151,78;9,4989;11,99;90,628;67,684;58,618;49,519;42,869;48,284;
953,212;60,303;47,535;85,899;48,061;108,04;138,35;84,454;121,92;140,95;31,424;126,79;
953,541;-6,2522;4,8989;77,876;55,279;110,29;78,368;127,34;114,64;41,624;69,931;104,29;
953,870;24,92;67,681;120;83,85;73,496;151,91;92,244;126,23;115,59;7,2841;66,748;
954,199;-63,839;35,459;114,31;85,112;91,785;123,32;113,56;91,571;29,258;87,468;74,068;
954,528;23,976;10,884;81,652;101,51;90,837;98,07;61,814;89,256;73,837;100,46;55,349;
954,857;4,5369;40,656;172,86;44,033;90,318;73,973;77,305;91,318;71,079;47,629;47,61;
955,186;53,66;33,887;163,91;43,683;57,069;59,111;95,955;62,568;46,497;19,454;99,225;
955,515;29,475;22,541;116,32;39,608;40,881;103,32;78,747;66,49;89,272;23,78;120,26;
955,844;9,9697;34,901;115,68;90,304;67,853;91,109;48,461;95,113;62,853;25,604;60,809;
956,173;-13,731;4,5856;118,87;85,117;68,902;116,22;49,722;83,951;62,692;40,009;72,376;
956,502;5,6942;27,66;175,89;112,12;57,756;57,113;58,011;82,735;44,735;-7,4771;99,362;
956,831;-68,632;27,943;114,13;125,09;76,651;63,679;74,877;88,868;47,189;60,792;109,26;
957,160;-12,62;46,223;69,983;82,418;29,16;53,488;113,03;58,805;3,5923;57,401;99,185;
957,489;-0,94383;54,291;84,056;87,592;27,092;86,5;120,52;50,423;30,393;19,837;63,449;
957,818;19,736;20,803;122,93;101,06;47,07;70,194;63,539;46,598;48,804;53,521;77,394;
958,147;-20,985;-20,485;159,97;111,02;65,969;92,016;58,475;70,993;28,494;109,53;133,99;
958,476;-34,542;8,5399;164,57;107,58;102,54;64,206;61,506;67,683;51,383;118,47;136,21;
958,805;0,85166;38,988;131,34;91,32;90,343;80,366;44,88;82,589;80,406;113,48;90,703;
959,134;8,6266;82,9;120,41;135,87;52,462;85,22;76,758;71,858;101,38;79,396;24,264;
959,463;53,993;52,629;79,97;127,64;23,679;67,254;81,254;57,953;105,1;63,301;39,559;
959,792;28,112;18,658;94,93;114,63;43,288;66,323;84,981;30,727;45,447;83,607;67,323;
960,121;-4,4929;44,053;123,48;77,894;75,957;27,784;80,22;94,638;57,915;59,879;72,794;
960,450;42,312;92,064;119,95;108,51;58,648;86,86;78,928;98,988;32,08;100,1;42,524;
960,779;49,285;70,792;170,58;123,94;60,481;76,73;94,542;74,988;86,416;88,854;104,48;
961,108;19,632;40,823;121,48;51,087;64;95,363;74,23;61,412;101,61;56,627;88,646;
961,437;-7,8073;-39,739;64,218;72,118;87,304;72,205;127,93;47,348;18,435;-14,751;57,36;
961,766;-18,063;-17,758;48,205;52,285;43,499;64,268;69,846;51,929;41,84;60,342;30,481;
962,096;-5,5047;53,677;96,483;67,793;47,696;91,89;82,392;144,77;69,592;26,317;139,46;
962,425;0,667;133,81;119,73;67,2;96,603;123;117,67;84,995;36,531;46,202;53,993;
962,754;22,277;14,24;154,85;20,578;89,362;20,549;113,23;86,77;72,685;9,3146;113,73;
963,083;8,0617;57,941;114,98;64,985;121,96;87,991;37,054;71,046;72,933;127,96;45,993;
963,412;75,781;-8,2691;87,796;48,069;79,304;76,685;97,823;120,95;-1,7152;75,477;39,454;
963,741;-10,907;40,687;109,45;45,602;33,306;43,848;66,237;36,344;66,055;34,856;81,1;
964,070;29,463;48,975;100,26;-7,3377;57,457;89,338;77,055;41,717;112,19;61,435;91,285;
964,399;26,382;38,224;79,263;46,082;107,17;28,405;32,786;53,601;36,912;68,263;55,327;
964,728;71,873;31,605;51,87;23,87;64,341;23,94;82,341;82,007;53,264;33,535;80,813;
965,057;-26,205;50,315;92,748;75,597;62,93;70,946;68,852;54,755;67,654;41;51,03;
965,386;-41,571;25,489;74,445;82,485;42,878;36,838;20,988;84,344;44,194;46,016;70,412;
965,715;-64,509;-4,7222;65,852;36,241;35,848;66,639;69,111;83,528;25,055;50,801;41,598;
966,044;4,7629;12,3;113,86;105,11;65,711;78,992;88,63;65,911;-5,8745;39,752;112,86;
966,373;33,33;36,469;88,949;48,432;48,028;99,734;59,811;64,238;63,025;65,252;51,15;
966,702;16,127;50,009;88,009;81,248;76,051;92,213;74,385;11,017;89,069;41,274;16,265;
967,031;-27,495;65,263;102,03;57,421;47,779;36,926;66,453;40,705;95,747;69,779;60,716;
967,360;4,436;77,775;121,23;56,591;76,119;28,934;62,128;53,872;47,11;59,854;77,74;
967,689;-2,6027;73,562;140,51;96,959;63,903;72,329;106,41;56,097;49,356;61,275;45,069;
968,018;3,0846;12,879;83,597;66,126;49,226;92,275;87,731;66,662;20,612;82,38;86,332;
968,347;23,01;-7,3334;31,169;32,708;36,149;36,692;52,231;89,569;16,887;27,528;116,1;
968,676;7,2431;29,585;40,25;35,835;56,925;14,511;16,407;64,904;66,423;44,344;86,076;
969,005;66,36;40,563;51,981;23,928;80,909;79,762;57,706;71,507;77,964;58,073;61,527;
969,334;-14,612;44,653;87,429;20,531;66,592;108,49;61,51;52,633;57,98;48,306;45,633;
969,663;-4,9042;29,869;130,89;8,8686;37,303;52,475;88,833;-1,5749;80,951;28,366;17,366;
969,992;20,88;52,638;119,42;12,12;76,155;77,047;107,39;22,589;34,279;13,94;39,806;
970,321;15,484;85,217;91,056;32,671;67,721;10,615;59,019;35,484;29,186;24,124;102,01;
970,650;15,793;51,56;43,767;44,344;70,101;71,81;1,1811;72,268;75,44;40,687;70,423;
970,979;-8,8336;17,822;47,072;65,867;74,656;42,849;23,939;87,795;7,3601;-11,462;72,072;
971,309;-3,6439;16,452;90,562;40,658;26,671;93,274;21,507;44,123;58,315;22,74;94,849;
971,638;45,593;43,042;112,27;107,84;18,102;42,835;7,4281;84,593;73,49;46,164;117,76;
971,967;-15,275;91,739;128,94;54,392;13,333;95,741;79,743;61,996;33,862;44,266;74,261;
972,296;38,116;54,319;122,25;78,089;88,551;13,794;105,34;92,933;15,502;80,807;-0,67662;
972,625;-34,852;-39,593;99,984;26,025;45,185;46,877;93,675;34,996;45,041;98,992;124,77;
972,954;0,80279;57,462;94,265;31,882;88,146;16,606;17,722;34,197;55,237;96,724;67,067;
973,283;-3,2505;19,55;50,651;28,7;49,446;7,6745;86,398;39,45;59,726;87,602;24,647;
973,612;5,1175;10,691;43,266;23,235;119,07;18,427;115,12;51,619;44,331;62,082;77,587;
973,941;10,119;-7,5315;104,13;13,38;44,84;40,774;99,532;106,75;42,912;79,377;44,774;
974,270;62,117;46,539;28,81;38,637;67,38;64,626;52,542;104,29;18,274;15,779;52,103;
974,599;-29,3;51,141;66,297;44,386;12,176;86,834;63,348;45,697;9,7861;110,15;22,862;
974,928;-51,241;11,198;89,549;59,619;22,739;45,529;62,012;34,424;2,381;6,0815;41,514;
975,257;-43,223;46,401;39,733;34,377;66,668;44,912;71,355;41,287;36;23,822;-10,912;
975,586;-30,298;11,895;58,606;46,561;16,535;22,403;93,816;88,798;18,798;26,386;9,3246;
975,915;1,6064;15,674;114,95;22,511;20,827;20,605;82,406;40,744;-2,9411;37,546;33,792;
976,244;9,5084;23,849;123,75;16,547;33,415;55,133;33,83;15,83;26,359;41,585;55;
976,573;-25,315;51,89;69,161;69,092;6,7809;56,502;39,807;20,51;51,588;52,657;44,613;
976,902;-5,2086;59,81;57,483;90,474;20,278;28,692;23,094;50,795;76,937;44,477;36,006;
977,231;-6,6041;45,346;72,777;90,361;70,909;38,32;29,865;69,487;99,185;50,833;41,918;
977,560;20,7;19,891;89,944;100,73;108,89;45,031;66,675;53,944;36,204;63,356;21,422;
977,889;45,224;5,5012;97,035;47,312;85,849;52,426;76,267;56,421;0,76338;63,466;25,144;
978,218;6,5628;-11,035;76,668;60,106;99,749;66,136;47,99;54,739;31,291;58,101;38,121;
978,547;35,432;31,353;34,869;53,726;43,918;111,22;18,156;72,975;38,546;47,518;16,052;
978,876;6,1025;71,031;72,694;11,567;30,376;87,907;78,783;65,739;7,3942;61,004;23,916;
979,205;0,99963;30,778;95,722;41,611;65,111;57;79,834;38,667;59,166;40,945;64,111;
979,534;4,9306;6,9306;57,308;39,033;74,759;77,036;34,86;107,87;66,792;32,793;51,446;
979,863;19,699;14,542;51,362;66,398;47,963;37,288;32,747;65,999;43,506;48,313;44,59;
980,192;-8,443;64,417;99,585;26,752;70,115;25,832;54,133;38,186;48,151;46,177;25,035;
980,522;10,184;33,184;81,211;87,342;15,211;44,237;39,763;47,289;-2,1052;64,974;54,868;
980,851;24,863;46,011;40,789;58,167;34,064;66,916;62,348;82,496;67,855;85,2;51,852;
981,180;39,186;31,989;39,826;92,615;-26,103;54,872;61,233;39,85;61,872;30,49;119,75;
981,509;26,298;26,106;57,617;55,851;-6,5104;49,106;20,872;42,872;33,595;18,191;37,871;
981,838;15,928;7,4329;129,44;35,232;86,691;29,696;80,964;47;62,567;-33,624;33,046;
982,167;74,579;34,527;93,264;50,683;64,372;72,738;16,524;47,158;36,314;50,741;38,944;
982,496;61,183;29,132;80,089;67,475;12,167;55,191;44,268;52,416;54,63;-3,5251;90,389;
982,825;1,8734;51,126;80,367;102,75;-19,91;95,594;52,317;79,279;3,4179;45,924;73,494;
983,154;-9,3029;-6,5336;79,271;35,434;90,968;18,995;84,257;96,472;38,121;69,075;58,879;
983,483;-29,896;39,977;89,98;50,191;53,194;72,625;65,016;93,365;87,175;51,809;9,2235;
983,812;62,803;4,3899;67,189;46,134;43,622;101,81;76,914;37,207;50,768;61,335;33,719;
984,141;-9,0136;-18,625;75,676;51,945;58,006;68,842;41,097;9,2295;32,9;45,272;29,078;
984,470;59,016;13,114;82,065;7;101,94;16,99;30,619;66,369;36,56;15,751;44,254;
984,799;-10,806;60,655;55,005;5,6005;72,749;61,503;60,801;71,759;31,756;22,097;51,591;
985,128;10,611;19,675;41,002;11,517;68,644;63,68;68,486;28,807;20,778;40,161;76,997;
985,457;-9,8492;-5,9721;43,441;33,492;53,603;81,441;74,318;38;52,782;60,682;36,877;
985,786;-31,789;2,9356;34,86;53,316;42,994;67,316;27,287;23,216;15,281;57,819;12,749;
986,115;-56,999;29,99;43,506;32,525;53,986;59,514;49,961;62,954;16,473;29,996;10,482;
986,444;-16,098;68,86;24,181;20,802;75,223;51,67;26,551;39,419;61,819;40,909;30,314;
986,773;41,848;55,778;64,02;37;59,027;31,828;5,8211;9,0962;50,152;38,526;18,801;
987,102;19,405;13,684;45,251;90,298;52,964;33,667;26,811;12,882;27,261;67,307;37,118;
987,431;37,275;11,154;31,463;107,09;71,658;83,121;45,064;21,064;36,658;87,699;119,99;
987,760;23,527;-2,2042;62,269;67,721;38,398;63,462;34,602;42,258;32,301;83,559;83,054;
988,089;48,391;-2,7384;70,274;75,059;37,428;18,406;61,761;22,763;37,892;24,633;3,5255;
988,418;0,58934;74,87;71,528;54,733;10,385;32,447;32,453;72,827;-1,5471;-30,615;28,783;
988,747;9,0702;33,839;52,752;41,188;57,745;23,96;-7,4662;83,782;14,674;39,201;57,238;
989,076;17,68;2,0408;32,041;21,521;39,242;95,596;1,1193;22,363;-1,5189;56,48;41,681;
989,405;-1,3244;46,433;36,027;48,743;40,027;19,527;55,824;-10,96;29,135;-29,203;72,257;
989,735;61,978;27,342;36,084;34,673;32,753;65,647;42,84;30,902;64,24;35,058;23,851;
990,064;17,404;47,912;-5,0498;69,277;80,687;-38,784;12,361;134,28;89,912;42;34,274;
990,393;47,761;38,08;58,523;57,101;22,441;80,096;63,617;47,665;41,361;20,159;75,704;
990,722;-49,71;65,232;55,497;30,717;24,227;16,982;39,786;8,8113;11,013;29,51;27,584;
991,051;-8,195;-22,291;41,041;25,679;61,931;74,321;63,722;6,8877;65,572;76,069;-9,7518;
991,380;9,513;-51,594;51,216;78,027;57,973;31,055;57,189;55,216;-25,459;73,756;63,08;
991,709;-36,96;-27,241;29,533;88,921;31,973;78,507;39,426;35,879;49,4;42,747;-16,001;
992,038;0,47925;46,259;96,489;10,335;31,003;64,741;74,15;97,217;77,409;20,965;57,265;
992,367;7,8221;34,274;121,05;25,447;49,196;48,087;86,434;61,21;75,246;41,16;83,233;
992,696;61,532;13,19;31,525;21,749;39,151;1,5801;63,146;51,062;46,228;40,007;24,911;
993,025;14,698;59,18;38,421;-1,7345;46,494;70,723;24,144;42,711;76,35;-29,085;25,481;
993,354;31,195;66,216;47,26;-16,219;47,08;59,857;41,839;36,759;41,559;-3,3381;59,058;
993,683;-18,073;28,777;52,501;8,6377;51,969;20,955;21,075;38,002;10,922;36,577;27,833;
994,012;19,723;51,816;69,659;41,859;69,971;61,566;37,224;34,31;11,83;59,859;32,277;
994,341;15,414;-6,5435;43,542;39,195;82,368;47,953;46,803;37,287;30,694;31,628;28,368;
994,670;4,7125;32,662;33,366;3,1301;30,251;57,871;13,043;92,199;21,783;22,627;-17,305;
994,999;-1,8175;31,892;47,93;21,156;15,439;97,309;42,226;62,048;31,491;55,839;-1,4959;
995,328;12,852;34,296;29,213;36,803;48,082;84,066;93,23;35,344;53,001;48,148;36,59;
995,657;-6,3915;44,222;42,974;2,4779;82,005;50,634;82,026;39,005;61,222;-5,5616;90,27;
995,986;-25,175;50,613;39,126;41,142;56,818;65,053;25,209;-3,1422;13,47;5,6621;59,378;
996,315;21,484;28,188;79,176;45,104;38,383;18,152;93,212;-0,18809;42,409;48,672;31,533;
996,644;47,654;27,153;38,426;54,461;48,5;0,15327;67,234;47,614;28,194;38,732;25,231;
996,973;57,473;6,5802;48,893;63,541;82,812;-21,96;56,095;49,986;61,988;68,204;1,9723;
997,302;-42,832;-32,578;31,47;27,563;23,175;81,739;83,481;54,287;50,899;23,131;35,675;
997,631;-6,7082;17,744;53,872;56,364;32,475;29,875;73,715;70,436;75,57;48,213;75,57;
997,960;0,44522;-23,544;33,228;58,557;40,555;94,205;15,901;55,226;85,443;33,671;8,127;
998,289;-32,494;8,9924;1,2199;66,356;78,136;-7,4067;47,992;43,716;39,581;-23,775;106,69;
998,619;-74,685;-19,941;41,588;-37,535;16,149;3,3584;62,615;55,583;66,973;12,653;42,406;
998,948;30,82;18,102;73,57;11,883;57,578;73,977;103,75;68,593;41,149;42,961;80,57;
999,277;7,5264;31,474;21,51;-0,15825;5,0893;66,595;70,295;18,658;56,827;39,042;26,379;
999,606;0,88571;42,224;68,065;56,825;27,612;-10,02;32,852;48,502;-3,4147;57,901;37,935;
999,935;34,18;50,039;33,615;50,293;38,834;101,39;9,2864;13,145;35,527;39,435;81,926;
1000,264;40,274;19,011;67,791;20,175;66,479;12,015;68,316;22,673;46,335;64,84;93,301;
1000,593;-28,468;45,189;13,45;35,559;36,928;25,162;39,198;39,496;48,829;58,459;40,261;
1000,922;21,098;73,172;33,333;60,661;29,989;14,569;23,92;51,241;62,874;37,305;8,4368;
1001,251;58,415;37,765;80,447;63,321;13,757;53,096;49,021;7,8176;73,31;127;25,862;
1001,580;14,66;43,33;80,484;23,791;-19,588;48,032;59;34,072;32,067;52,794;34,878;
1001,909;-33,689;21,177;56,382;41,382;13,677;77,485;49,808;32,591;49,396;25,867;44,588;
1002,238;17,04;40,023;27,047;51,218;24,896;72,896;49,097;86,11;12,943;7,8562;15,782;
1002,567;3,4089;11,306;12,21;53,302;66,527;57,131;70,552;58,52;13,73;24,107;25,357;
1002,896;-12,601;32,077;48,482;16,534;69,9;13,849;76,842;53,36;22,36;27,759;79,399;
1003,225;-11,704;41,727;40,785;38,808;42,227;-1,4709;35,854;24,302;7,0581;39,808;81,355;
1003,554;-25,824;13,57;30,66;20,122;26,655;43,435;28,89;36,357;-3,9633;61;73,873;
1003,883;-12,029;1,7936;31,794;0,37543;43,229;4,372;26,094;38,132;23,619;35,977;51,08;
1004,212;-9,7142;6,365;73,46;37,587;44,222;-11,413;3,7461;19,54;73,032;21,302;45,508;
1004,541;53,164;68,331;43,977;38,784;58,974;24,366;84,305;94,539;8,1531;-0,13246;69,058;
1004,870;8,5839;43,943;47,556;35,661;-6,6127;52,769;65,353;57,513;22,057;-16,59;59,695;
1005,199;-28,277;9,7647;69,597;67,924;13,706;44,538;86,748;-23,891;41,546;4,1933;49,908;
1005,528;-14,725;30,227;29,057;85,138;23,931;51,393;78,656;28,356;41,186;5,3037;45,745;
1005,857;17,208;12,921;-1,5146;49,39;34,967;23,228;24,423;-8,1412;24,759;-5,4025;48,419;
1006,186;13,045;86,913;-15,747;-12,524;37;42,18;31,224;76,137;39,911;66,435;20,342;
1006,515;33,551;20,104;92,628;46,589;57,614;27,197;30,189;12,041;10,142;56,26;15,126;
1006,844;-2,1549;-5,533;98,044;20,689;20,867;-19,955;59,333;62,732;42,222;97,044;45,311;
1007,173;-3,5337;21,962;66,619;-17,562;33,886;15,705;69,905;104,24;86,199;47,981;20,638;
1007,502;-25,419;19,4;41,96;7,0402;28,3;49,36;69,38;-32,659;44,64;43,34;4,2202;
1007,832;56,935;15,775;-25,046;40,418;30,974;14,889;128,68;47,454;39,912;-6,5032;36,771;
1008,161;2,7385;63,295;74,303;55,992;4,1659;64,459;47,852;13,293;50,85;57,578;21,275;
1008,490;-36,813;38,241;32,712;73,264;-35,021;2,1736;50,355;-0,60881;61,562;38,769;39,459;
1008,819;28,693;21,045;44,118;63,018;29,703;36,703;26,865;6,8467;19,036;21,351;24,244;
1009,148;6,4661;6,6695;88,051;44,873;36,597;54,276;73,729;-0,26266;-5,5081;30,004;80,593;
1009,477;19,488;14,617;52,857;69,015;42,022;46,483;53,985;25,721;54,993;17,265;47,587;
1009,806;9,3109;31,396;53,403;68,455;48,005;-14,302;59,094;46,304;50,199;-6,6075;6,0018;
1010,135;-22,227;48,644;47,621;39,091;19,573;4,3074;97,693;14,693;53,693;40,168;29,026;
1010,464;-0,0013189;54,401;81,067;34,866;65,034;40,034;38,565;8,8667;38,333;25,833;64,199;
1010,793;-22,87;27,994;80,449;38,952;67,371;8,6425;-0,5468;27,102;40,776;12,549;46,976;
1011,122;10,98;1,1745;49,812;65,134;70,376;6,4161;30,45;60,987;62,718;57,329;45,597;
1011,451;58,007;45,614;48,993;67,883;88,214;44,717;27,324;66,062;64,531;69,779;62,49;
1011,780;46,347;54,601;81,415;41,778;41,574;-1,6188;36,809;51,193;42,984;60,82;104,82;
1012,109;-0,42495;-2,8245;65,373;7,6526;29,71;20,622;50,425;60,135;30,358;50,3;74,953;
1012,438;17,904;12,23;28,781;15,797;65,487;73,856;28,674;50,888;34,107;40,791;66,059;
1012,767;32,36;22,373;0,83257;49,434;17,504;54,845;39,528;80,788;23,646;58,987;36,665;
1013,096;17,088;51,824;14,756;37,476;70,104;70,443;48;45,033;45,906;74,225;2,2443;
1013,425;20,921;65,244;46,14;-3,0607;25,69;70,079;24,482;25,134;-17,365;90,786;13,03;
1013,754;22,147;40,411;40,058;1,7945;70,561;73,971;47,148;1,8228;79,445;73,529;1,6466;
1014,083;113,35;10,028;60,39;98,932;30,847;81,269;39,462;49,048;35,413;30,594;70,647;
1014,412;-0,72411;64,204;60,187;64,049;49,382;87,627;-2,3243;18,427;75,827;81,329;-35,409;
1014,741;44,916;2,3211;54,118;77,665;27,473;-7,0874;36,172;39,527;28,025;2,6563;61,89;
